Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	15q26.1	15	91668544	Intergenic	SV2B - TRNAY16P	9899	100189496		367.24	42.53	rs7164176-?	rs7164176	0	7164176		1	0.43	5E-7	6.301029996	(CHAQ, RF-)	.28	[NR] unit decrease	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	13q34	13	113919624	Intergenic	LINC00452			643365			rs9604529-?	rs9604529	0	9604529	missense	0	0.19	7E-7	6.15490196	(CHAQ, RF-)	.35	[NR] unit increase	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	8q23.3	8	115801679	Intergenic	TRPS1 - LINC00536	7227	100859921		132.65	148.83	rs800586-?	rs800586	0	800586		1	0.38	2E-7	6.698970004	(CTJC , EA, RF-)	9.78	[NR] unit decrease	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	11q24.1	11	121373007	Intergenic	BMPR1APS2 - SORL1	100533800	6653		10.09	79.20	rs72991-?	rs72991	0	72991		1	0.25	5E-7	6.301029996	(CSJC, RF+)	2.45	[NR] unit decrease	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	NR			Intergenic	-						SNP2-179127489-?	SNP2-179127489					0.017	4E-7		(CSJC, RF-)	23.66	[NR] unit decrease	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	NR			Intergenic	-						SNP3-186373264-?	SNP3-186373264					0.1	2E-7		(CSJC, RF-)	7.40	[NR] unit decrease	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	19q13.41	19	51581583	Intergenic	ZNF175			7728			rs1543922-?	rs1543922	0	1543922	intron	0	0.036	3E-7	6.522878745	(CSJC, EA, RF-)	34.48	[NR] unit increase	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	15q24.2	15	76254592	ETFA	ETFA			2108			rs1914816-?	rs1914816	0	1914816	intron	0	0.3	7E-7	6.15490196	(CDAS28, EA, RF-)	.87	[NR] unit increase	Illumina [534,053]	N
2012-06-19	22491018	Wang J	2012-04-10	Pharmacogenomics J	http://www.ncbi.nlm.nih.gov/pubmed/22491018	Genome-wide association analysis implicates the involvement of eight loci with response to tocilizumab for the treatment of rheumatoid arthritis.	Response to tocilizumab in rheumatoid arthritis	1,157 European and other ancestry rheumatoid arthritis cases	526 European and other ancestry rheumatoid arthritis cases	10q21.1	10	55089225	Intergenic	MIR548F1 - MTRNR2L5	100302192	100463289		481.27	509.77	rs16906916-?	rs16906916	0	16906916		1	0.03	8E-7	6.096910013	(CSJC, EA, RF+)	14.00	[NR] unit increase	Illumina [534,053]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	2p15	2	62225526	B3GNT2	MIR5192 - TMEM17	100847087	200728		19.61	235.37	rs11900673-T	rs11900673	0	11900673		1	0.28	1E-8	8		1.11	[1.07-1.15]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	4q21.21	4	78592061	ANXA3	ANXA3			306			rs2867461-A	rs2867461	0	2867461	intron	0	0.44	1E-12	12		1.13	[1.09-1.17]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	5q31.1	5	132094425	CSF2	CSF2 - P4HA2-AS1	1437	100861518		18.26	90.45	rs657075-A	rs657075	0	657075		1	0.36	3E-10	9.522878745		1.12	[1.08-1.15]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	6p23	6	14096427	CD83	MRPL35P1 - CD83	359742	9308		146.96	20.83	rs12529514-C	rs12529514	0	12529514		1	0.14	2E-8	7.698970004		1.14	[1.09-1.19]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	6p21.1	6	44265183	NFKBIE	NFKBIE			4794			rs2233434-G	rs2233434	0	2233434	missense	0	0.21	6E-19	18.22184875		1.19	[1.15-1.24]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	10q21.2	10	62025330	ARID5B	ARID5B			84159			rs10821944-G	rs10821944	0	10821944	intron	0	0.36	6E-18	17.22184875		1.16	[1.12-1.20]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	11q13.4	11	72662452	PDE2A, ARAP1	PDE2A			5138			rs3781913-T	rs3781913	0	3781913	intron	0	0.69	6E-10	9.22184875		1.12	[1.08-1.16]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	14q32.33	14	104924668	PLD4	PLD4			122618			rs2841277-T	rs2841277	0	2841277	nearGene-5	0	0.69	2E-14	13.69897		1.15	[1.11-1.19]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	18p11.21	18	12797695	PTPN2	PTPN2			5771			rs2847297-G	rs2847297	0	2847297	intron	0	0.33	2E-8	7.698970004		1.10	[1.07-1.14]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	11q24.3	11	128622844	ETS1, FLI1	MIR6090 - FLI1	102466104	2313		100.40	63.69	rs4937362-T	rs4937362	0	4937362		1	0.68	8E-7	6.096910013		1.09	[1.06-1.13]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	14q22.2	14	54881400	GCH1	GCH1			2643			rs3783637-C	rs3783637	0	3783637	intron	0	0.74	2E-6	5.698970004		1.10	[1.06-1.14]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	14q23.1	14	61441614	PRKCH	PRKCH			5583			rs1957895-G	rs1957895	0	1957895	intron	0	0.39	4E-7	6.397940009		1.09	[1.05-1.13]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	15q26.1	15	90350436	ZNF774	"GABARAPL3;ZNF774"			"23766;342132"			rs6496667-A	rs6496667	0	6496667	"nearGene-5;intron"	0	0.35	1E-6	6		1.09	[1.05-1.13]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	16p12.2	16	23877519	PRKCB1	PRKCB			5579			rs7404928-T	rs7404928	0	7404928	intron	0	0.62	4E-6	5.397940009		1.08	[1.05-1.12]	Affymetrix & Illumina [1,948,139]	N
2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	16q24.1	16	85985027	IRF8	MIR6774 - LINC01082	102466732	100506542		66.61	211.15	rs2280381-T	rs2280381	0	2280381		1	0.84	2E-6	5.698970004		1.12	[1.07-1.17]	Affymetrix & Illumina [1,948,139]	N
2011-09-17	21844665	Hu HJ	2011-08-16	Exp Mol Med	http://www.ncbi.nlm.nih.gov/pubmed/21844665	Common variants at the promoter region of the APOM confer a risk of rheumatoid arthritis.	Rheumatoid arthritis	100 Korean ancestry cases, 600 Korean ancestry controls	578 Korean ancestry cases, 711 Korean ancestry controls	6p21.33	6	31654829	APOM	"BAG6;APOM"			"7917;55937"			rs805297-A	rs805297	0	805297	"intron;intron"	0	0.36	3E-10	9.522878745		1.56	[1.36-1.80]	Affymetrix [300,909]	N
2011-06-29	21653640	Eleftherohorinou H	2011-06-13	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	2768 European ancestry cases, 4198 European ancestry controls	NR	6p21.32	6	32461866	HLA-DRA	TRNAI25			100189401			rs9268853-C	rs9268853	0	9268853		0	NR	5E-109	108.30103		2.40	[2.20-2.60]	Affymetrix & Illumina [NR]	N
2011-06-29	21653640	Eleftherohorinou H	2011-06-13	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	2768 European ancestry cases, 4198 European ancestry controls	NR	6p21.32	6	32634492	HLA-DQA1	TRNAI25			100189401			rs9272219-?	rs9272219	0	9272219		0	NR	1E-45	45		1.92	[1.75-2.08]	Affymetrix & Illumina [NR]	N
2011-06-29	21653640	Eleftherohorinou H	2011-06-13	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	2768 European ancestry cases, 4198 European ancestry controls	NR	6p21.33	6	31412154	MICA	MICA			100507436			rs1063635-?	rs1063635	0	1063635	missense	0	NR	1E-17	17		1.35	[1.27-1.45]	Affymetrix & Illumina [NR]	N
2011-06-29	21653640	Eleftherohorinou H	2011-06-13	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	2768 European ancestry cases, 4198 European ancestry controls	NR	6p22.1	6	29821394	HLA-G	TRNAI25			100189401			rs1610677-?	rs1610677	0	1610677		0	NR	4E-15	14.39794001		1.32	[1.79-1.41]	Affymetrix & Illumina [NR]	N
2011-06-29	21653640	Eleftherohorinou H	2011-06-13	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	2768 European ancestry cases, 4198 European ancestry controls	NR	22q12.3	22	37155567	IL2RB	IL2RB - C1QTNF6	3560	114904		5.65	24.60	rs743777-G	rs743777	0	743777		1	NR	2E-6	5.698970004		1.19	[1.10-1.30]	Affymetrix & Illumina [NR]	N
2011-05-25	21505073	Terao C	2011-04-19	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese cases, 1,486 Japanese controls	4,168 Japanese cases, 5,003 Japanese controls	21q22.3	21	44289270	AIRE, PFKL	AIRE			326			rs2075876-A	rs2075876	0	2075876	intron	0	0.34	4E-9	8.397940009		1.18	[1.11-1.24]	Illumina [241,523]	N
2011-05-25	21505073	Terao C	2011-04-19	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese cases, 1,486 Japanese controls	4,168 Japanese cases, 5,003 Japanese controls	6p21.32	6	32251212	HLA locus	C6orf10			10665			rs9296015-?	rs9296015	0	9296015	intron	0	NR	2E-38	37.69897		NR	NR	Illumina [241,523]	N
2011-05-25	21505073	Terao C	2011-04-19	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese cases, 1,486 Japanese controls	4,168 Japanese cases, 5,003 Japanese controls	1p36.13	1	17348042	PADI4	PADI4			23569			rs2240335-?	rs2240335	0	2240335	cds-synon	0	NR	2E-8	7.698970004		NR	NR	Illumina [241,523]	N
2011-04-29	21452313	Freudenberg J	2011-04-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	8p23.1	8	11502129	BLK	BLK			640			rs1600249-?	rs1600249	0	1600249	intron	0	0.67	5E-6	5.301029996		1.30	[1.16-1.45]	Illumina [441,398]	N
2011-04-29	21452313	Freudenberg J	2011-04-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	12q21.1	12	72330254	TRHDE	TRHDE			29953			rs12831974-?	rs12831974	0	12831974	intron	0	0.42	6E-6	5.22184875		1.27	[1.14-1.40]	Illumina [441,398]	N
2011-04-29	21452313	Freudenberg J	2011-04-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	3p14.3	3	56932218	ARHGEF3	ARHGEF3			50650			rs2062583-?	rs2062583	0	2062583	intron	0	0.90	2E-6	5.698970004		1.59	[1.30-1.92]	Illumina [441,398]	N
2011-04-29	21452313	Freudenberg J	2011-04-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	6p21.32	6	32713151	HLA-DRB1	TRNAI25			100189401			rs7765379-?	rs7765379	0	7765379		0	NR	5E-23	22.30103		2.51	[NR]	Illumina [441,398]	N
2011-04-29	21452313	Freudenberg J	2011-04-01	Arthritis Rheum	http://www.ncbi.nlm.nih.gov/pubmed/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	1p36.13	1	17348042	PADI4	PADI4			23569			rs2240335-?	rs2240335	0	2240335	cds-synon	0	0.397	2E-8	7.698970004		1.50	[NR]	Illumina [441,398]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	12q24.12	12	111569952	SH2B3	ATXN2			6311			rs653178-C	rs653178	0	653178	intron	0	NR	3E-19	18.52287875		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	8q24.21	8	128303768	Intergenic	MIR1208 - LINC01263	100302281	101927774		153.58	101.50	rs975730-?	rs975730	0	975730		1	NR	2E-8	7.698970004		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	18p11.21	18	12809341	PTPN2	PTPN2			5771			rs1893217-G	rs1893217	0	1893217	intron	0	NR	5E-12	11.30103		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	9q33.2	9	120878222	TRAF1	PHF19			26147			rs1953126-T	rs1953126	0	1953126	intron	0	NR	4E-11	10.39794001		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	2q32.3	2	191099907	STAT4	STAT4			6775			rs7574865-T	rs7574865	0	7574865	intron	0	NR	4E-10	9.397940009		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	5q11.2	5	56264200	ANKRD55	RNA5SP184 - PSMC1P4	100873446	345645		117.35	10.88	rs1020388-?	rs1020388	0	1020388		1	NR	3E-7	6.522878745		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	11q23.3	11	118741072	DDX6	TREH - DDX6	11181	1656		61.40	6.69	rs10892279-?	rs10892279	0	10892279		1	NR	1E-12	12		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	1q24.2	1	167442147	CD247	CD247			919			rs864537-?	rs864537	0	864537	intron	0	NR	2E-11	10.69897		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	22q11.21	22	21628603	UBE2L3	YDJC			150223			rs2298428-T	rs2298428	0	2298428	missense	0	NR	3E-10	9.522878745		NR	NR	Illumina [472,854]	N
2011-04-06	21383967	Zhernakova A	2011-02-24	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21383967	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	4,533 European ancestry celiac disease cases, 5,539 European ancestry rheumatoid arthritis cases, 27,981 European ancestry controls	2,169 celiac disease cases, 2,845 rheumatoid arthritis cases, 7,199 controls	21q22.3	21	42416077	UBASH3A	UBASH3A			53347			rs11203203-A	rs11203203	0	11203203	intron	0	NR	1E-8	8		NR	NR	Illumina [472,854]	N
