Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	1q41	1	222650187	MIA3	MIA3			375056			rs17465637-C	rs17465637	0	17465637	intron	0	0.74	1E-8	8		1.14	[1.09-1.20]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	2q33.2	2	202881162	WDR12	WDR12			55759			rs6725887-C	rs6725887	0	6725887	intron	0	0.15	1E-9	9		1.14	[1.09-1.19]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	3q22.3	3	138401110	MRAS	MRAS			22808			rs2306374-C	rs2306374	0	2306374	intron	0	0.18	3E-8	7.522878745		1.12	[1.07-1.16]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	6p24.1	6	12927312	PHACTR1	PHACTR1			221692			rs12526453-C	rs12526453	0	12526453	intron	0	0.67	1E-9	9		1.10	[1.06-1.13]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	6q25.3	6	160540105	LPA	LPA			4018			rs3798220-C	rs3798220	0	3798220	missense	0	0.02	3E-11	10.52287875		1.51	[1.33-1.70]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	9p21.3	9	22098575	CDKN2A, CDKN2B	CDKN2B-AS1			100048912			rs4977574-G	rs4977574	0	4977574	intron	0	0.46	1E-22	22		1.29	[1.23-1.36]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	12q24.12	12	111446804	SH2B3	SH2B3			10019			rs3184504-T	rs3184504	0	3184504	missense	0	0.44	6E-6	5.22184875		1.07	[1.04-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	19p13.2	19	11052925	LDLR	SMARCA4			6597			rs1122608-G	rs1122608	0	1122608	intron	0	0.77	1E-9	9		1.14	[1.09-1.18]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	21q22.11	21	34226827	MRPS6	LINC00310 - KCNE2	114036	9992		36.91	137.20	rs9982601-T	rs9982601	0	9982601		1	0.15	4E-10	9.397940009		1.18	[1.12-1.24]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	2q37.1	2	233133771	Intergenic	INPP5D			3635			rs10933436-A	rs10933436	0	10933436	intron	0	0.49	7E-6	5.15490196		1.06	[1.04-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	3p25.1	3	15606497	Intergenic	BTD			686			rs7651039-C	rs7651039	0	7651039	intron	0	0.54	2E-6	5.698970004		1.06	[1.04-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	7q31.2	7	117427768	Intergenic	ASZ1			136991			rs7808424-G	rs7808424	0	7808424	nearGene-5	0	0.12	1E-6	6		1.10	[1.06-1.14]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	11q24.2	11	126412002	Intergenic	ST3GAL4			6484			rs4937126-G	rs4937126	0	4937126	intron	0	0.69	5E-6	5.301029996		1.06	[1.04-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	17p13.3	17	2222311	Intergenic	SMG6			23293			rs1231206-A	rs1231206	0	1231206	intron	0	0.37	9E-10	9.045757491		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	9p21.3	9	22098575	Intergenic	CDKN2B-AS1			100048912			rs4977574-G	rs4977574	0	4977574	intron	0	NR	2E-25	24.69897		1.20	[1.16-1.25]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	1p13.3	1	109275908	CELSR2, PSRC1, SORT1	CELSR2			1952			rs646776-T	rs646776	0	646776	nearGene-3	0	NR	6E-10	9.22184875		1.14	[1.09-1.19]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	6p24.1	6	12888772	PHACTR1	PHACTR1			221692			rs1332844-T	rs1332844	0	1332844	intron	0	NR	6E-8	7.22184875		1.11	[1.07-1.15]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	10q23.31	10	89243170	LIPA	LIPA			3988			rs1412444-T	rs1412444	0	1412444	intron	0	0.42	3E-13	12.52287875		1.09	[1.07-1.12]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	11q22.3	11	103789839	PDGFD	MTND1P36 - MIR4693	100506721	100616457		381.46	60.07	rs974819-T	rs974819	0	974819		1	0.32	2E-9	8.698970004		1.07	[1.04-1.09]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	15q25.1	15	78818751	ADAMTS7, MORF4L1	ADAMTS7 - TRNAK6	11173	100189013		7.29	41.81	rs4380028-C	rs4380028	0	4380028		1	0.65	4E-9	8.397940009		1.07	[1.05-1.10]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	7q22.3	7	107604100	Intergenic	BCAP29			55973			rs10953541-C	rs10953541	0	10953541	intron	0	0.80	3E-8	7.522878745		1.08	[1.05-1.11]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	10p11.23	10	30046193	KIAA1462	KIAA1462			57608			rs2505083-C	rs2505083	0	2505083	intron	0	0.38	4E-8	7.397940009		1.07	[1.04-1.09]	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	6p24.1	6	12903725	PHACTR1	PHACTR1			221692			rs9349379-?	rs9349379	0	9349379	intron	0	NR	9E-26	25.04575749		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	Xq23	23	110695977	Intergenic	CHRDL1			91851			rs5943057-?	rs5943057	0	5943057	intron	0	NR	9E-7	6.045757491		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	4q31.22	4	147126398	Intergenic	TTC29 - MIR548G	83894	100313938		180.52	218.23	rs1395821-?	rs1395821	0	1395821		1	NR	7E-7	6.15490196		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	15q24.1	15	74741059	Intergenic	CYP1A1 - CYP1A2	1543	1544		15.45	7.78	rs2472299-?	rs2472299	0	2472299		1	NR	3E-6	5.522878745		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	2q32.1	2	187331742	Intergenic	IMPDH1P7 - CALCRL	391467	10203		328.26	10.22	rs840616-?	rs840616	0	840616		1	NR	7E-7	6.15490196		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	17q12	17	33960430	Intergenic	ASIC2			40			rs11650066-?	rs11650066	0	11650066	intron	0	NR	6E-6	5.22184875		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	17q23.3	17	64330939	Intergenic	PECAM1			5175			rs6504218-?	rs6504218	0	6504218	intron	0	NR	1E-6	6		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	2q32.1	2	187478770	Intergenic	TFPI			7035			rs7586970-?	rs7586970	0	7586970	missense	0	NR	9E-6	5.045757491		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	1p32.2	1	56500678	PPAP2B	PPAP2B			8613			rs17114046-?	rs17114046	0	17114046	intron	0	NR	2E-7	6.698970004		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	9q22.33	9	97977842	Intergenic	HEMGN - ANP32B	55363	10541		32.93	5.37	rs4743150-?	rs4743150	0	4743150		1	NR	5E-6	5.301029996		NR	NR	Illumina [574,919]	N
2011-04-11	21378988	The Coronary Artery Disease (C4D) Genetics Consortium	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378988	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian cases, 2,828 South Asian controls	10q24.32	10	102959339	Intergenic	CNNM2			54805			rs12413409-?	rs12413409	0	12413409	intron	0	NR	4E-6	5.397940009		NR	NR	Illumina [574,919]	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	13q31.2	13	88052451	Intergenic	TET1P1 - RPL29P29	441662	100271474		159.05	184.11	rs7323893-T	rs7323893	0	7323893		1	0.91	1E-7	7	(HDL-C)	.14	[0.09-0.19] SD decrease	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	15q21.3	15	57617966	GCOM1	"GCOM1;MYZAP"			"145781;100820829"			rs937254-A	rs937254	0	937254	"intron;intron"	0	0.57	1E-6	6	(HDL-C)	.08	[0.05-0.11] SD increase	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	7q22.1	7	100860471	SLC12A9	SLC12A9			56996			rs7801190-C	rs7801190	0	7801190	intron	0	0.73	3E-8	7.522878745	(Hypertension)	1.31	[1.19-1.44]	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	5q35.3	5	180044201	RNF130	RNF130			55819			rs13161895-T	rs13161895	0	13161895	intron	0	0.08	6E-7	6.22184875	(LDL-C)	.15	[0.09-0.21] SD increase	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	5q31.3	5	142484039	Intergenic	SPRY4 - RPS12P10	81848	100271056		158.98	82.66	rs17577085-?	rs17577085	0	17577085		1	0.46	4E-6	5.397940009	(coronary heart disease)	2.63	[1.72-3.85]	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	7q36.1	7	151423862	Intergenic	WDR86-AS1 - CRYGN	100131176	155051		10.51	6.11	rs13232179-A	rs13232179	0	13232179		1	0.11	1E-6	6	(coronary heart disease)	1.67	[1.36-2.06]	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	13q31.1	13	84480131	Intergenic	LINC00333			100874128			rs9546711-A	rs9546711	0	9546711		0	0.42	2E-6	5.698970004	(coronary heart disease)	1.66	[1.35-2.04]	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	1p32.3	1	55277164	Intergenic	MIR4422 - GOT2P1	100616272	645538		51.44	90.30	rs12239436-A	rs12239436	0	12239436		1	0.14	5E-6	5.301029996	(HDL-C)	.09	[0.05-0.13] SD increase	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	1q25.3	1	183201813	LAMC2	LAMC2			3918			rs1028771-A	rs1028771	0	1028771	intron	0	0.97	4E-6	5.397940009	(HDL-C)	.22	[0.13-0.31] SD decrease	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	2p21	2	46415110	Intergenic	EPAS1 - TMEM247	2034	388946		28.41	64.46	rs2346177-A	rs2346177	0	2346177		1	0.49	2E-6	5.698970004	(HDL-C)	.07	[0.04-0.10] SD increase	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	8p23.2	8	4306491	CSMD1	CSMD1			64478			rs4875320-A	rs4875320	0	4875320	intron	0	0.82	6E-6	5.22184875	(HDL-C)	.10	[0.06-0.14] SD decrease	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	8p23.1	8	9327181	PPP1R3B	LOC157273			157273			rs6601299-T	rs6601299	0	6601299	intron	0	0.16	1E-8	8	(HDL-C)	.14	[0.09-0.19] SD decrease	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	9q31.1	9	104832083	ABCA1	ABCA1			19			rs2515629-A	rs2515629	0	2515629	intron	0	0.78	5E-7	6.301029996	(HDL-C)	.12	[0.07-0.17] SD increase	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	11q23.3	11	116810292	APOA5	APOA5 - APOA4	116519	337		17.87	10.41	rs1263173-A	rs1263173	0	1263173		1	0.21	2E-7	6.698970004	(HDL-C)	.09	[0.06-0.12] SD decrease	Affymetrix [~2.74 million] (imputed)	N
2011-04-07	21347282	Lettre G	2011-02-10	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	8,090 African American individuals	8,849 African American or African-Caribbean individuals	11q23.3	11	117103213	Intergenic	RPS27P19 - PAFAH1B2	100129905	5049		67.13	41.07	rs12269901-C	rs12269901	0	12269901		1	0.68	2E-6	5.698970004	(HDL-C)	.07	[0.04-0.10] SD increase	Affymetrix [~2.74 million] (imputed)	N
